fpl_id,fpl_name,fpl_team,fpl_position,fpl_price,vaastav_match,match_confidence,previous_club,previous_league,previous_league_standardized,new_pl_club_tm,transfer_type,tm_confidence
802,Keiber Lamadrid,West Ham,MID,5.0,,0,Dep. La Guaira,Liga FUTVE Apertura,Liga FUTVE Apertura,West Ham,loan,100.0
634,Yerson Mosquera Valdelamar,Wolves,DEF,4.3,,0,,,,,,
636,Santiago Ignacio Bueno,Wolves,DEF,4.4,,0,,,,,,
637,Toti Gomes,Wolves,DEF,4.2,,0,,,,,,
639,Bastien Meupiyou Menadjou,Wolves,DEF,4.0,,0,,,,,,
641,Alfie Pond,Wolves,DEF,3.9,,0,,,,,,
645,Fer López González,Wolves,MID,5.1,,0,Celta de Vigo,LaLiga,La Liga,Wolves,permanent,100.0
651,Tom Edozie,Wolves,MID,4.3,,0,,,,,,
652,Enso González Medina,Wolves,MID,4.3,,0,,,,,,
655,Fábio Soares Silva,Wolves,FWD,4.9,,0,,,,,,
663,Jhon Arias,Wolves,MID,4.9,,0,Fluminense,Série A,Série A,Wolves,permanent,100.0
682,David Møller Wolfe,Wolves,DEF,4.2,,0,AZ Alkmaar,Eredivisie,Eredivisie,Wolves,permanent,100.0
695,Jackson Tchatchoua,Wolves,DEF,4.4,,0,Hellas Verona,Serie A,Serie A,Wolves,permanent,100.0
709,Ladislav Krejcí,Wolves,DEF,4.5,,0,Girona,LaLiga,La Liga,Wolves,loan,100.0
720,Tolu Arokodare,Wolves,FWD,5.4,,0,Genk,Jupiler Pro League,Belgian Pro League,Wolves,permanent,100.0
749,Mateus Mané,Wolves,FWD,4.5,,0,,,,,,
766,Saheed Olagunju,Wolves,DEF,4.0,,0,,,,,,
767,Luke Rawlings,Wolves,MID,4.5,,0,,,,,,
777,Temple Ojinnaka,Wolves,MID,4.5,,0,,,,,,
778,Ethan Sutherland,Wolves,MID,4.5,,0,,,,,,
809,Jerome Abbey,Wolves,MID,4.5,,0,,,,,,
816,Angel Gomes,Wolves,MID,4.8,,0,,,,,,
